file	id	relation_subtype	xml:lang	違反種別	検出尾部語	desc
AIND-D04170_531657343741.xml	AIND-D04170	father	ar	尾部語	ابوه,الاتي	الآتي أبوه
AIND-D04170_531657343741.xml	AIND-D04170	brother	ar	尾部語	اخوه	أخوه الخطيب الشرف أبو القسم
AIND-D04172_110796743737.xml	AIND-D04172	teacher	ar	尾部語	ممن	ممن أخذ عني بالقاهرة
AIND-D04172_110796743737.xml	AIND-D04172	grandfather	ar	尾部語	الماضي,حفيد	حفيد قاضي المالكية بها الماضي
AIND-D04175_170864168360.xml	AIND-D04175	teacher	ar	尾部語	شيخنا	سماعه بقراءة شيخنا على محمد بن أبي هريرة المذكور لجزء فيه ثلاثة مجالس من أمالي أبي يعلى الموصلي في رمضان سنة اثنتين وثما
AIND-D04184_231045103916.xml	AIND-D04184	maternal_grandfather	ar	尾部語	سبط	سبط ابن الخص
AIND-D04187_905151784007.xml	AIND-D04187	father	ar	尾部語	ابوه,الاتي	الآتي أبوه الشمس محمد بن عبد الملك الدميري
AIND-D04190_348479562828.xml	AIND-D04190	father	ar	尾部語	ابوه,الاتي	الآتي أبوه
AIND-D04193_382835106906.xml	AIND-D04193	teacher	ar	尾部語	شيخنا,ممن	ممن سمع على شيخنا في الاملاء وغيره
AIND-D04196_666047095917.xml	AIND-D04196	father	ar	尾部語	ابوه,الاتي	الآتي أبوه التقي محمد
AIND-D04197_884276733039.xml	AIND-D04197	brother	ar	尾部語	اخوه	أخوه أبو عبد الله محمد
AIND-D04205_235233354883.xml	AIND-D04205	grandfather	ar	尾部語	جده	الجلال ويعرف جده بالقبابي كان في خدمة الجمالي الاستادار
AIND-D04205_235233354883.xml	AIND-D04205	relative	ar	尾部語	ابيه,جد,وهو	جد أبيه لأمه وهو علم الدين الطبيب
AIND-D04209_733864797318.xml	AIND-D04209	brother	ar	尾部語	اخو,الاتي	أخو عبد الوهاب الآتي
AIND-D04209_733864797318.xml	AIND-D04209	brother-in-law	ar	尾部語	اخته	صاهر محمد بن عمر بن المحب الزرندي على أخته
AIND-D04209_733864797318.xml	AIND-D04209	spouse	ar	尾部語	اخت	أخت محمد بن عمر بن المحب الزرندي
AIND-D04211_461130179721.xml	AIND-D04211	father	ar	尾部語	ابوه,الاتي	ابن الشيخ مدين الأشموني الآتي أبوه
AIND-D04213_868950746249.xml	AIND-D04213	brother	ar	尾部語	اخو,الماضي	أخو الشهاب أحمد الماضي
AIND-D04217_126852539541.xml	AIND-D04217	mother	ar	尾部語	امه,زوجه	أمه فاطمة زوجة قاسم البلقيني
AIND-D04217_126852539541.xml	AIND-D04217	maternal_grandfather	ar	尾部語	سبط	سبط قلمطاي
AIND-D04217_126852539541.xml	AIND-D04217	other	ar	尾部語	امه,زوج	زوج أمه قاسم البلقيني
AIND-D04221_186034168993.xml	AIND-D04221	brother-in-law	ar	尾部語	اخته	فصاهره البباوي على أخته واستقر به في نظر الدولة
AIND-D04221_186034168993.xml	AIND-D04221	siblings_child	ar	尾部語	اخته,ولده	واستولد البباوي أخته ولده صلاح الدين محمد
AIND-D04227_380113003697.xml	AIND-D04227	father	ar	尾部語	ابوه,الماضي	الماضي أبوه
AIND-D04235_455455286470.xml	AIND-D04235	brother	ar	尾部語	اخو,الماضي	أخو عبد السلام الماضي
AIND-D04237_114013775048.xml	AIND-D04237	brother	ar	尾部語	اخو	أخو عبد الله
AIND-D04237_114013775048.xml	AIND-D04237	brother	ar	尾部語	وهو	وأحمد وهو أصغر الأربعة
AIND-D04239_726440879312.xml	AIND-D04239	brother	ar	尾部語	اخو	أخو أحمد
AIND-D04241_910021371092.xml	AIND-D04241	teacher	ar	尾部語	شيخنا,ممن	ممن سمع على شيخنا أيضا
AIND-D04241_910021371092.xml	AIND-D04241	father	ar	尾部語	ابوه,الماضي	الماضي أبوه
AIND-D04242_222335870165.xml	AIND-D04242	father	ar	尾部語	ابوه,الماضي	الماضي أبوه
AIND-D04242_222335870165.xml	AIND-D04242	grandfather	ar	尾部語	جده,قريبا,والاتي	والآتي جده قريبا
AIND-D04245_387650168034.xml	AIND-D04245	mother	ar	尾部語	ابيه,فتاه	وأمه حبشية فتاة أبيه
AIND-D04251_681721210095.xml	AIND-D04251	brother	ar	尾部語	اخو,الماضي	أخو أحمد الماضي
AIND-D04267_954183197957.xml	AIND-D04267	teacher	ar	尾部語	ابيه	وسمع على أبيه
AIND-D04267_954183197957.xml	AIND-D04267	mother	ar	尾部語	امه	أمه أمة لأبيه
AIND-D04267_954183197957.xml	AIND-D04267	grandfather	ar	尾部語	حفيد	حفيد العالم الشهير البساطي
AIND-D04267_954183197957.xml	AIND-D04267	brother	ar	尾部語	الاتي	وأخو البدر محمد الآتي
AIND-D04268_117557961991.xml	AIND-D04268	son	ar	尾部語	الماضي,والد,وهو	وهو والد عبد الرزاق الماضي
AIND-D04268_117557961991.xml	AIND-D04268	possible_identity	ar	尾部語	الماضي,والد	عبد الكريم كريم الدين بن فخيرة … والد عبد الرزاق الماضي وأحد الكتبة من الأقباط بل مستوفي الخاص
AIND-D04276_421787608340.xml	AIND-D04276	brother	ar	尾部語	اخو,الاتي	أخو الخواجا شمس الدين محمد الآتي
AIND-D04276_421787608340.xml	AIND-D04276	son	ar	尾部語	الماضي	ووالد إبراهيم الماضي
AIND-D04278_806728246550.xml	AIND-D04278	brother	ar	尾部語	اخو	أخو عبد المعطي
AIND-D04283_828991612191.xml	AIND-D04283	grandfather	ar	尾部語	جده	والصواب أن جده محمد بن عبد الله بن موسى بن عيسى
AIND-D04295_495749965120.xml	AIND-D04295	mother	ar	尾部語	والدته	دفن على والدته بتربة بني فهد
AIND-D04296_662913951042.xml	AIND-D04296	son	ar	尾部語	الماضي,والد	والد عبد الرزاق الماضي
AIND-D04296_662913951042.xml	AIND-D04296	possible_identity	ar	尾部語	الماضي,والد,وهو	عبد الكريم بن عبد الغني بن يعقوب كريم الدين … ويعرف بابن فخيرة … وهو والد عبد الرزاق الماضي
AIND-D04302_444944360787.xml	AIND-D04302	son	ar	尾部語	الماضي,والد	والد عبد العزيز الماضي
AIND-D04304_411956159826.xml	AIND-D04304	father	ar	尾部語	ابوه,الماضي	الماضي أبوه
AIND-D04304_411956159826.xml	AIND-D04304	grandfather	ar	尾部語	جده,والاتي	والآتي جده
AIND-D04306_185887368535.xml	AIND-D04306	son	ar	尾部語	الاتي,والد	والد عبد الله الآتي
AIND-D04308_163603031394.xml	AIND-D04308	brother	ar	尾部語	اخو,الاتي	أخو علي الآتي
AIND-D04323_681012372862.xml	AIND-D04323	brother	ar	尾部語	اخو,الاتي	أخو أبي سعد الآتي
AIND-D04328_917889885572.xml	AIND-D04328	uncle	ar	尾部語	اخي,الذي	ابن أخي الشمس أبي البركات بن عفيف الذي وسطه الأشرف برسباي قبيل موته
AIND-D04329_768962733446.xml	AIND-D04329	brother	ar	尾部語	اخو	أخو البدر محمد وإخوته
AIND-D04334_344494974349.xml	AIND-D04334	teacher	ar	尾部語	ابيه	أخذ عن أبيه
AIND-D04336_291529303441.xml	AIND-D04336	brother	ar	尾部語	اخو,الاتي	أخو عبد الله الآتي
AIND-D04336_291529303441.xml	AIND-D04336	patron	ar	尾部語	ممن	ممن باشر النقابة عند البدر بن التنسي قاضي المالكية
AIND-D04341_444864669085.xml	AIND-D04341	brother	ar	尾部語	قبله	أخ للذي قبله أكبر منه
AIND-D04345_665694774689.xml	AIND-D04345	father	ar	尾部語	والده	قتل والده واستقر عوضه
AIND-D04345_665694774689.xml	AIND-D04345	killer	ar	尾部語	والده	قتل والده
AIND-D04345_665694774689.xml	AIND-D04345	uncle	ar	尾部語	عمه	فعاجله عمه قبل تمام شهر وقتله
AIND-D04348_861405193645.xml	AIND-D04348	father	ar	尾部語	ابوه,الاتي	الآتي أبوه
AIND-D04348_861405193645.xml	AIND-D04348	brother	ar	尾部語	اخو,الاتي	أخو عبد اللطيف الآتي هو وأبوهما
AIND-D04360_606789969344.xml	AIND-D04360	brother	ar	尾部語	اخو,الاتي,والد	أخو علي والد أهلي الآتي
AIND-D04360_606789969344.xml	AIND-D04360	uncle	ar	尾部語	اخو,والد	أخو علي والد أهلي
AIND-D04361_421317846465.xml	AIND-D04361	siblings_child	ar	尾部語	الماضي	وعم عبد الباسط ابن يعقوب الماضي
AIND-D04361_421317846465.xml	AIND-D04361	brother	ar	尾部語	عم	عم عبد الباسط ابن يعقوب
AIND-D04362_524921349569.xml	AIND-D04362	brother	ar	尾部語	اخو,الماضي	أخو أحمد الماضي
AIND-D04373_794065642968.xml	AIND-D04373	relative	ar	尾部語	صهر	صهر الزين زكريا
AIND-D04374_241830995423.xml	AIND-D04374	father	ar	尾部語	ابوه,الماضي	الماضي أبوه
AIND-D04375_142669260256.xml	AIND-D04375	teacher	ar	尾部語	ابيه	واشتغل على أبيه … وجود الخط عند أبيه
AIND-D04383_442629105135.xml	AIND-D04383	father	ar	尾部語	ابوه,الماضي	الماضي أبوه
AIND-D04390_851087205888.xml	AIND-D04390	brother	ar	尾部語	اخو,الماضي	أخو عبد الرحمن الماضي
AIND-D04392_236537783812.xml	AIND-D04392	brother	ar	尾部語	اخو,الاتي	أخو محمد الآتي
AIND-D04393_292275889669.xml	AIND-D04393	cousin	ar	尾部語	الاتي,قريب	قريب محمد بن حمد بن محمد بن عبد الرحمن الآتي
AIND-D04428_336945227334.xml	AIND-D04428	cousin	ar	尾部語	الماضي,عم	ابن عم عبد الرحمن بن محمد الماضي
AIND-D04437_733483116116.xml	AIND-D04437	son	ar	尾部語	الاتي,والد	والد البدر محمد الآتي
AIND-D04448_427252786806.xml	AIND-D04448	student	ar	尾部語	شيخنا	شيخنا
AIND-D05035_696434830247.xml	AIND-D05035	teacher	ar	尾部語	شيخنا	شيخنا
AIND-D05087_955483433993.xml	AIND-D05087	student	ar	尾部語	سبط,شيخنا	سبط شيخنا
AIND-D05089_294700198924.xml	AIND-D05089	teacher	ar	尾部語	جده	جده العلامة الأوحد محمد
AIND-D05107_549999094860.xml	AIND-D05107	grandfather	ar	尾部語	جده	جده
AIND-D05107_549999094860.xml	AIND-D05107	brother	ar	尾部語	شقيقه	شقيقه إبراهيم وهذا أكبرهما
AIND-D05109_231672392782.xml	AIND-D05109	son	ar	尾部語	والد	والد البدر حسن
AIND-D05118_907051805799.xml	AIND-D05118	patron	ar	尾部語	الاتي	خادم الشيخ محمد بن صالح الآتي
AIND-D05119_366527655023.xml	AIND-D05119	father	ar	尾部語	ابوه	المراكبي أبوه
AIND-D05119_366527655023.xml	AIND-D05119	teacher	ar	尾部語	ممن	ممن حفظ المنهاج وعرض علي في جملة الجماعة
AIND-D05124_930057563256.xml	AIND-D05124	father	ar	尾部語	ابوه,الماضي	الماضي أبوه ويعرف كهو بابن مكسب
AIND-D05129_747999603850.xml	AIND-D05129	brother	ar	尾部語	اخو,الاتي	أخو محمد الآتي
AIND-D05130_353445620875.xml	AIND-D05130	teacher	ar	尾部語	ممن	ممن اشتغل قليلا وقرأ على السوهائي
AIND-D05132_131361418382.xml	AIND-D05132	cousin	ar	尾部語	الماضي,عم	ابن عم الزين عبد الرحمن الماضي
AIND-D05136_741569735834.xml	AIND-D05136	teacher	ar	尾部語	والده	وأخذها هو عن والده عمر المرشدي
AIND-D05145_899506252971.xml	AIND-D05145	patron	ar	尾部語	ممن	ممن عظم عند صاحبي مكة علي وأبي القسم ابني حسن بن عجلان
AIND-D05179_296164011270.xml	AIND-D05179	brother	ar	尾部語	الماضي	بديد الماضي
AIND-D05194_432009129250.xml	AIND-D05194	brother	ar	尾部語	اخوه	أخوه بركات
AIND-D05194_432009129250.xml	AIND-D05194	brother	ar	尾部語	اخيه	أخيه أبي نصر
AIND-D05199_545242754351.xml	AIND-D05199	cousin	ar	尾部語	الماضي,عم,قريبا	ابن عم الماضي قريبا
AIND-D05203_397737471288.xml	AIND-D05203	brother	ar	尾部語	اخو,الماضي	أخو الشيخ سليم الماضي
AIND-D05205_209702628671.xml	AIND-D05205	brother	ar	尾部語	اخو	أخو الأمين عبد الله
AIND-D05223_891067313509.xml	AIND-D05223	brother	ar	尾部語	الاتي,شقيقه	شقيقه محمد الآتي
AIND-D05229_922902080884.xml	AIND-D05229	grandfather	ar	尾部語	الذي,جد,قبله	جد الذي قبله
AIND-D05241_793444887954.xml	AIND-D05241	grandfather	ar	尾部語	الذي,حفيد,قبله	حفيد الذي قبله
AIND-D05275_744522526182.xml	AIND-D05275	student	ar	尾部語	شيخنا	شيخنا الأبي
AIND-D05501_512141307855.xml	AIND-D05501	possible_identity	ar	尾部語	الماضي,قريبا	قلت وينظر مع الماضي قريبا
AIND-D05502_589773680591.xml	AIND-D05502	daughter	ar	尾部語	ابنته,بعده,زوجه	ابنته (زوجة الشهاب الغزي، ماتت بعده بقليل)
AIND-D05502_589773680591.xml	AIND-D05502	son-in-law	ar	尾部語	ابنته	صاهره الشهاب الغزي على ابنته
AIND-D05510_130606444513.xml	AIND-D05510	brother	ar	尾部語	الماضي	شقيق أحمد الماضي
AIND-D05511_929298395105.xml	AIND-D05511	teacher	ar	尾部語	شيخنا	سمع الحديث على شيخنا وغيره ومما سمعه في البخاري بالظاهرية
AIND-D05511_929298395105.xml	AIND-D05511	father-in-law	ar	尾部語	ابنته,زوج,صهر	صهر المحب بن نصر الله البغدادي الحنبلي زوج ابنته
AIND-D05512_148914581478.xml	AIND-D05512	son	ar	尾部語	امه	ولد له من أمة
AIND-D05513_489483677680.xml	AIND-D05513	possible_identity	ar	非アラビア文字		علي ابن محمد بن محمد الأندلسي القلصاوي الحيوب هو البسطي (D05575)
AIND-D05521_676197314557.xml	AIND-D05521	mother	ar	尾部語	امه	أمه (توفيت وتركت عقارا)
AIND-D05522_930095312895.xml	AIND-D05522	student	ar	尾部語	الاتي	تلا عليه أبو بكر بن إبراهيم البغلائي الحراري اليماني الآتي
AIND-D05529_955756064779.xml	AIND-D05529	student	ar	尾部語	ممن	ممن عرض عليه الصلاح الطرابلسي بها في سنة ست وأربعين وكتب له إجازة بخط جيد
AIND-D05531_915713044490.xml	AIND-D05531	son	ar	尾部語	والاتي,والد	والد أبا القاسم القادم علينا والآتي
AIND-D05533_178090160143.xml	AIND-D05533	father	ar	尾部語	ابيه	محمد بن أبي الفضل (سمع … مع أبيه)
AIND-D05533_178090160143.xml	AIND-D05533	relative	ar	尾部語	ابيه,الماضي,جد,قريبا	العلاء بن جلال بن الردادي الماضي جد أبيه قريبا
AIND-D05535_654244327443.xml	AIND-D05535	son	ar	尾部語	والد	والد الشمس محمد بن المرخم
AIND-D05538_888663978008.xml	AIND-D05538	grandfather	ar	尾部語	جده	الشيخ الفاضل كحل المغربي (كان جده من موالي السيد حميضة)
AIND-D05555_404091842617.xml	AIND-D05555	relative	ar	尾部語	جده	وعم جده عمر بن عبد المنعم مسند شهير
AIND-D05568_400329551958.xml	AIND-D05568	brother	ar	尾部語	اخو,الاتي	أخو شيخ القراء الشمس محمد الآتي
AIND-D05568_400329551958.xml	AIND-D05568	maternal_grandfather	ar	尾部語	جد,وهو	وهو جد الشريف ناصر الدين محمد بن أبي بكر بن علي نقيب الأشراف لأمه
AIND-D05569_633880981590.xml	AIND-D05569	father	ar	尾部語	ابوه,الاتي	البهاء بن البرجي (الآتي أبوه)
AIND-D05569_633880981590.xml	AIND-D05569	mother	ar	尾部語	امه	أمه بلقيس (ابنة البدر بن السراج البلقيني)
AIND-D05569_633880981590.xml	AIND-D05569	maternal_grandfather	ar	尾部語	سبط	سبط البدر بن السراج البلقيني
AIND-D05569_633880981590.xml	AIND-D05569	brother	ar	尾部語	اخو	(أخو البدر محمد بعيزق)
AIND-D05576_837654916483.xml	AIND-D05576	father	ar	尾部語	ابيه	يأتي له ذكر في أبيه
AIND-D05576_837654916483.xml	AIND-D05576	brother	ar	尾部語	اخوه	أخوه محمد
AIND-D05578_844451819614.xml	AIND-D05578	brother	ar	尾部語	اخو,الاتي	أخو أبي الفتح الآتي
AIND-D05579_530462027872.xml	AIND-D05579	son	ar	尾部語	الاتي,ولده	الآتي ولده محمد
AIND-D05579_530462027872.xml	AIND-D05579	father	ar	尾部語	الاتي,جد,ولده	محمد بن محمود (جد ولده الآتي)
AIND-D05580_679745695841.xml	AIND-D05580	teacher	ar	尾部語	شيخنا	سمع على شيخنا وغيره
AIND-D05582_326623047773.xml	AIND-D05582	cousin	ar	尾部語	الماضي,عم	ابن عم أحمد بن عبد اللطيف الماضي
AIND-D05587_949741432927.xml	AIND-D05587	teacher	ar	尾部語	جده	وحضر بعض دروس جده
AIND-D05587_949741432927.xml	AIND-D05587	brother	ar	尾部語	اخو,الاتي	أخو محمد الآتي
AIND-D05587_949741432927.xml	AIND-D05587	maternal_grandfather	ar	尾部語	سبط	سبط الشهاب بن الشطنوفي
AIND-D05588_292263309416.xml	AIND-D05588	brother	ar	尾部語	اخو	أخو أحمد الشهير
AIND-D05591_426552340589.xml	AIND-D05591	son	ar	尾部語	والد	والد أبي بكر وأخوته
AIND-D05591_426552340589.xml	AIND-D05591	brother	ar	尾部語	اخو	(أخو حسن)
AIND-D05601_651677413497.xml	AIND-D05601	possible_identity	ar	尾部語	الذي,قبله	فيحرر أهو الذي قبله أم غيره
AIND-D05602_901611794562.xml	AIND-D05602	father	ar	尾部語	ابيه	محمد (مات في حياة أبيه)
AIND-D05604_741058031749.xml	AIND-D05604	father	ar	尾部語	ابوه	محمد بن الشريف نور الدين (كان أبوه صالحا بل هم من بيت صلاح)
AIND-D05605_956880138377.xml	AIND-D05605	teacher	ar	尾部語	ممن	ممن قرأ القراءات عن ابن الجزري
AIND-D07429a_941985713043.xml	AIND-D07429a	teacher	ar	尾部語	والده	والده
AIND-D08896a_209300399235.xml	AIND-D08896a	brother	ar	尾部語	الذي,قبله	الذي قبله
AIND-D08902b_683810368558.xml	AIND-D08902b	teacher	ar	尾部語	حفيده	ست العرب حفيدة الفخر
AIND-D08902c_602148388472.xml	AIND-D08902c	other	ar	尾部語	ولده	ولده
AIND-D08912a_698862841453.xml	AIND-D08912a	cousin	ar	尾部語	الذي,قبله	الذي قبله
AIND-D08929b_367615599491.xml	AIND-D08929b	teacher	ar	尾部語	ابيه	أبيه
AIND-D08929b_367615599491.xml	AIND-D08929b	other	ar	尾部語	شيخنا	شيخنا
AIND-D08986a_683023628249.xml	AIND-D08986a	teacher	ar	尾部語	قريبه	قريبه البرهان القاضي
AIND-D09103a_258298454901.xml	AIND-D09103a	brother	ar	尾部語	الذي,قبله	الذي قبله
AIND-D09103a_258298454901.xml	AIND-D09103a	father	ar	尾部語	ابوه	أبوه
AIND-D09103a_258298454901.xml	AIND-D09103a	teacher	ar	尾部語	ابيه	أبيه
AIND-D09103a_258298454901.xml	AIND-D09103a	teacher	ar	尾部語	ابيه	أبيه
AIND-D09231b_552059165461.xml	AIND-D09231b	teacher	ar	尾部語	شيخنا	شيخنا ابن خضر
AIND-D09231b_552059165461.xml	AIND-D09231b	teacher	ar	尾部語	شيخنا	شيخنا
AIND-D10060a_936762367363.xml	AIND-D10060a	father	ar	尾部語	ابيه	أبيه
AIND-D10060a_936762367363.xml	AIND-D10060a	teacher	ar	尾部語	ابيه	أبيه
AIND-D10092a_267323858574.xml	AIND-D10092a	grandfather	ar	尾部語	جده	جده
AIND-D10092a_267323858574.xml	AIND-D10092a	brother	ar	尾部語	اخوه	أخوه
AIND-D10112a_617390481296.xml	AIND-D10112a	uncle	ar	尾部語	خاله	خاله
AIND-D10112b_318871159210.xml	AIND-D10112b	uncle	ar	尾部語	عمه	عمه علي بن أبي سويد
AIND-D10470a_841368550962.xml	AIND-D10470a	patron	ar	尾部語	صهره	صهره اينال
AIND-D10498b_980387583393.xml	AIND-D10498b	teacher	ar	尾部語	شيخنا	شيخنا
AIND-D10823a_676572305263.xml	AIND-D10823a	cousin	ar	尾部語	الذي,قبله	الذي قبله
AIND-D10823a_676572305263.xml	AIND-D10823a	father	ar	尾部語	ابوه	أبوه المرشدي
AIND-D13086a_776096711652.xml	AIND-D13086a	mother	ar	尾部語	امها	أمها تركية
AIND-D13086a_776096711652.xml	AIND-D13086a	spouse	ar	尾部語	حفيد	حفيد عمها الولوي أحمد بن التقي محمد بن البدر محمد بن السراج
AIND-D13086a_776096711652.xml	AIND-D13086a	sister	ar	尾部語	اختها	أختها خديجة
